Secuencia;Unidad;Eventos;Fecha;Pt. Referencia;Dirección;Velocidad;Temperatura;Conductor;Latitud;Longitud
181;POZ553;Viaje detenido;Dec 19 2025 04:37 PM;;Kr92 153-11, Bogota, Cundinamarca;0;N/A;;4.7499675000;-74.0828996000
180;POZ553;Conduciendo;Dec 19 2025 04:36 PM;;Kr92 153-33, Bogota, Cundinamarca;11;N/A;;4.7502505000;-74.0827380000
179;POZ553;Inicio de Viaje;Dec 19 2025 04:34 PM;;Kr92 157c-7, Bogota, Cundinamarca;14;N/A;;4.7549556000;-74.0801883000
178;POZ553;Viaje detenido;Dec 19 2025 04:31 PM;;Kr92 162-18, Bogota, Cundinamarca, Colombia;1;N/A;;4.7567455000;-74.0794650000
177;POZ553;Conduciendo;Dec 19 2025 04:30 PM;;Av Entrada A La Cl169b-57, Bogota, Cundinamarca, Colombia;14;N/A;;4.7588493000;-74.0774170000
176;POZ553;Conduciendo;Dec 19 2025 04:29 PM;;Av Entrada A La Cl169b-64, Bogota, Cundinamarca;12;N/A;;4.7589135000;-74.0773550000
175;POZ553;Conduciendo;Dec 19 2025 04:29 PM;;Av Entrada A La Cl169b-83, Bogota, Cundinamarca;9;N/A;;4.7587501000;-74.0770798000
174;POZ553;Conduciendo;Dec 19 2025 04:29 PM;;Cl169b 90-91, Bogota, Cundinamarca;27;N/A;;4.7584796000;-74.0753636000
173;POZ553;Conduciendo;Dec 19 2025 04:28 PM;;Cl170-56, Bogota, Cundinamarca;24;N/A;;4.7621841000;-74.0713381000
172;POZ553;Conduciendo;Dec 19 2025 04:27 PM;;Cl170 78-28, Bogota, Cundinamarca;49;N/A;;4.7628143000;-74.0697398000
171;POZ553;Conduciendo;Dec 19 2025 04:27 PM;;Cl170 72-75, Bogota, Cundinamarca;35;N/A;;4.7608783000;-74.0661315000
170;POZ553;Inicio de Viaje;Dec 19 2025 04:25 PM;;Av Boyaca 169b-59, Bogota, Cundinamarca;32;N/A;;4.7563253000;-74.0656978000
169;POZ553;Viaje detenido;Dec 19 2025 04:24 PM;;Cl169b 68-79, Bogota, Cundinamarca;0;N/A;;4.7554365000;-74.0652121000
168;POZ553;Conduciendo;Dec 19 2025 04:22 PM;;Calle 169B #62-2 a 62-18, Bogotá, Bogotá, Colombia;22;N/A;;4.7543065000;-74.0596695000
167;POZ553;Conduciendo;Dec 19 2025 04:22 PM;;Cl169b 62-4, Bogota, Cundinamarca, Colombia;19;N/A;;4.7542266000;-74.0595263000
166;POZ553;Inicio de Viaje;Dec 19 2025 04:22 PM;;Kr62 168a-87, Bogota, Cundinamarca;22;N/A;;4.7530301000;-74.0600098000
165;POZ553;Ignición Encendida;Dec 19 2025 04:20 PM;;Cl168a 58a-85, Bogota, Cundinamarca;0;N/A;;4.7519593000;-74.0603273000
164;POZ553;Estacionado;Dec 19 2025 03:50 PM;;Cl168a 58a-85, Bogota, Cundinamarca;0;N/A;;4.7519365000;-74.0603480000
163;POZ553;Ignición Apagada;Dec 19 2025 03:40 PM;;Cl168a 58a-85, Bogota, Cundinamarca;0;N/A;;4.7519520000;-74.0603986000
162;POZ553;Ignición Encendida;Dec 19 2025 03:39 PM;;Cl168a 58a-85, Bogota, Cundinamarca;0;N/A;;4.7519548000;-74.0603940000
161;POZ553;Estacionado;Dec 19 2025 02:46 PM;;Cl168a 58a-85, Bogota, Cundinamarca;0;N/A;;4.7519878000;-74.0603791000
160;POZ553;Ignición Apagada;Dec 19 2025 02:36 PM;;Cl168a 58a-85, Bogota, Cundinamarca;0;N/A;;4.7519970000;-74.0603586000
159;POZ553;Alerta de Inmovilidad;Dec 19 2025 11:47 AM;;Kr62 168a-28, Bogota, Cundinamarca, Colombia;0;N/A;;4.7523930000;-74.0604511000
158;POZ553;Inmóvil - Detenido;Dec 19 2025 11:45 AM;;Kr62 168a-28, Bogota, Cundinamarca, Colombia;0;N/A;;4.7523368000;-74.0603355000
157;POZ553;Ignición Encendida;Dec 19 2025 11:42 AM;;Kr62 168a-28, Bogota, Cundinamarca, Colombia;0;N/A;;4.7523498000;-74.0603643000
156;POZ553;Estacionado;Dec 19 2025 11:23 AM;;Kr62 168a-28, Bogota, Cundinamarca, Colombia;0;N/A;;4.7523531000;-74.0603616000
155;POZ553;Ignición Apagada;Dec 19 2025 11:13 AM;;Kr62 168a-28, Bogota, Cundinamarca, Colombia;0;N/A;;4.7523383000;-74.0603398000
154;POZ553;Viaje detenido;Dec 19 2025 11:10 AM;;Kr62 168a-28, Bogota, Cundinamarca, Colombia;0;N/A;;4.7523651000;-74.0603776000
153;POZ553;Inicio de Viaje;Dec 19 2025 11:10 AM;;Kr62 168a-50, Bogota, Cundinamarca;8;N/A;;4.7526130000;-74.0602696000
152;POZ553;Viaje detenido;Dec 19 2025 11:09 AM;;Kr62 168a-91, Bogota, Cundinamarca;6;N/A;;4.7531841000;-74.0599908000
151;POZ553;Conduciendo;Dec 19 2025 11:09 AM;;Cl169a 62-4, Bogota, Cundinamarca;9;N/A;;4.7532033000;-74.0599421000
150;POZ553;Conduciendo;Dec 19 2025 11:08 AM;;Kr62 167a-65, Bogota, Cundinamarca;17;N/A;;4.7502350000;-74.0613998000
149;POZ553;Conduciendo;Dec 19 2025 11:08 AM;;Cl167 62-4, Bogota, Cundinamarca;17;N/A;;4.7501100000;-74.0614873000
148;POZ553;Conduciendo;Dec 19 2025 11:08 AM;;Cl167 62-18, Bogota, Cundinamarca, Colombia;17;N/A;;4.7501113000;-74.0617861000
147;POZ553;Conduciendo;Dec 19 2025 11:07 AM;;Kr65 166a-93, Bogota, Cundinamarca, Colombia;0;N/A;;4.7504441000;-74.0634541000
146;POZ553;Conduciendo;Dec 19 2025 11:06 AM;;Kr65 164a-29, Bogota, Cundinamarca;14;N/A;;4.7484920000;-74.0642570000
145;POZ553;Inicio de Viaje;Dec 19 2025 11:04 AM;;Av Boyaca 152-83, Bogota, Cundinamarca;37;N/A;;4.7392525000;-74.0656290000
144;POZ553;Viaje detenido;Dec 19 2025 11:04 AM;;Av Boyaca 152-38, Bogota, Cundinamarca;0;N/A;;4.7379315000;-74.0659023000
143;POZ553;Conduciendo;Dec 19 2025 11:03 AM;;Av Boyaca-57, Bogota, Cundinamarca;33;N/A;;4.7353206000;-74.0665098000
142;POZ553;Inicio de Viaje;Dec 19 2025 11:01 AM;;Av Boyaca 135-67, Bogota, Cundinamarca;35;N/A;;4.7269518000;-74.0703920000
141;POZ553;Inmóvil - Detenido;Dec 19 2025 10:59 AM;;Via Principal-6, Bogota, Cundinamarca;0;N/A;;4.7259123000;-74.0711975000
140;POZ553;Viaje detenido;Dec 19 2025 10:56 AM;;Av Boyaca 131a, Bogota, Cundinamarca;0;N/A;;4.7247110000;-74.0722183000
139;POZ553;Inicio de Viaje;Dec 19 2025 10:56 AM;;Av Boyaca 131a, Bogota, Cundinamarca;9;N/A;;4.7245520000;-74.0723478000
138;POZ553;Viaje detenido;Dec 19 2025 10:54 AM;;Av Boyaca 131, Bogota, Cundinamarca;1;N/A;;4.7235500000;-74.0731865000
137;POZ553;Conduciendo;Dec 19 2025 10:52 AM;;Av Boyaca 128a-88, Bogota, Cundinamarca;9;N/A;;4.7176896000;-74.0754746000
136;POZ553;Inicio de Viaje;Dec 19 2025 10:50 AM;;Av Boyaca 127a-12, Bogota, Cundinamarca;20;N/A;;4.7119993000;-74.0783186000
135;POZ553;Viaje detenido;Dec 19 2025 10:48 AM;;Boyacá # 127-2 a 127-100, Bogotá Distrito Capital, Cundinamarca, Colombia;1;N/A;;4.7106803000;-74.0794371000
134;POZ553;Conduciendo;Dec 19 2025 10:46 AM;;Av Boyaca 119-73, Bogota, Cundinamarca;46;N/A;;4.7069668000;-74.0815270000
133;POZ553;Conduciendo;Dec 19 2025 10:46 AM;;Av Boyaca 117c-4, Bogota, Cundinamarca;46;N/A;;4.7034605000;-74.0810395000
132;POZ553;Conduciendo;Dec 19 2025 10:45 AM;;Av Boyaca 97-59, Bogota, Cundinamarca;32;N/A;;4.6979768000;-74.0822105000
131;POZ553;Inicio de Viaje;Dec 19 2025 10:44 AM;;Av Boyaca 81b-50, Bogota, Cundinamarca;35;N/A;;4.6963868000;-74.0858533000
130;POZ553;Viaje detenido;Dec 19 2025 10:44 AM;;Av Boyaca-82, Bogota, Cundinamarca;4;N/A;;4.6960435000;-74.0871286000
129;POZ553;Conduciendo;Dec 19 2025 10:42 AM;;Via Principal, Bogota, Cundinamarca;20;N/A;;4.6909090000;-74.0924326000
128;POZ553;Conduciendo;Dec 19 2025 10:42 AM;;Kr72bis 74b-90, Bogota, Cundinamarca;9;N/A;;4.6911710000;-74.0931183000
127;POZ553;Conduciendo;Dec 19 2025 10:41 AM;;Kr72bis 73-4, Bogota, Cundinamarca;16;N/A;;4.6888916000;-74.0947296000
126;POZ553;Conduciendo;Dec 19 2025 10:40 AM;;Kr76 72a-97, Bogota, Cundinamarca;11;N/A;;4.6912441000;-74.0981501000
125;POZ553;Inicio de Viaje;Dec 19 2025 10:39 AM;;Kr76 72-66, Bogota, Cundinamarca;17;N/A;;4.6906183000;-74.0986940000
124;POZ553;Viaje detenido;Dec 19 2025 10:39 AM;;Cl72 76-42, Bogota, Cundinamarca;0;N/A;;4.6906053000;-74.0993156000
123;POZ553;Inicio de Viaje;Dec 19 2025 10:38 AM;;Cl72 76-84, Bogota, Cundinamarca;20;N/A;;4.6909518000;-74.0997928000
122;POZ553;Viaje detenido;Dec 19 2025 10:38 AM;;Cl72 77a-69, Bogota, Cundinamarca;6;N/A;;4.6915653000;-74.1005305000
121;POZ553;Inicio de Viaje;Dec 19 2025 10:37 AM;;Cl72 78-44, Bogota, Cundinamarca;28;N/A;;4.6920696000;-74.1011133000
120;POZ553;Viaje detenido;Dec 19 2025 10:36 AM;;Kr80 71b-70, Bogota, Cundinamarca;0;N/A;;4.6922431000;-74.1017976000
119;POZ553;Conduciendo;Dec 19 2025 10:35 AM;;Kr80 71b-25, Bogota, Cundinamarca;11;N/A;;4.6920918000;-74.1019231000
118;POZ553;Inicio de Viaje;Dec 19 2025 10:33 AM;;Cl67 79-94, Bogota, Cundinamarca;17;N/A;;4.6872775000;-74.1055781000
117;POZ553;Viaje detenido;Dec 19 2025 10:32 AM;;Cl66a 80-18, Bogota, Cundinamarca;0;N/A;;4.6871978000;-74.1062511000
116;POZ553;Conduciendo;Dec 19 2025 10:31 AM;;Av Ciudad De Cali-69, Bogota, Cundinamarca;22;N/A;;4.6897021000;-74.1090511000
115;POZ553;Inicio de Viaje;Dec 19 2025 10:31 AM;;Av Ciudad De Cali 67-39, Bogota, Cundinamarca;11;N/A;;4.6903595000;-74.1087866000
114;POZ553;Viaje detenido;Dec 19 2025 10:30 AM;;Av Ciudad De Cali-16, Bogota, Cundinamarca;0;N/A;;4.6910638000;-74.1084965000
113;POZ553;Inicio de Viaje;Dec 19 2025 10:30 AM;;Av Ciudad De Cali 68-77, Bogota, Cundinamarca;8;N/A;;4.6911361000;-74.1084781000
112;POZ553;Viaje detenido;Dec 19 2025 10:29 AM;;Av Ciudad De Cali 69a-6, Bogota, Cundinamarca;0;N/A;;4.6921118000;-74.1081170000
111;POZ553;Inicio de Viaje;Dec 19 2025 10:29 AM;;Cl69a 86a-38, Bogota, Cundinamarca;17;N/A;;4.6924205000;-74.1085775000
110;POZ553;Alerta de Inmovilidad;Dec 19 2025 10:23 AM;;Cl. 68a # 87A-62, Engativá, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia;0;N/A;;4.6922038000;-74.1096013000
109;POZ553;Inmóvil - Detenido;Dec 19 2025 10:21 AM;;Cl68a 87-28, Bogota, Cundinamarca, Colombia;0;N/A;;4.6921955000;-74.1095821000
108;POZ553;Ignición Encendida;Dec 19 2025 10:18 AM;;Cl. 68a # 87-30, Engativá, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia;0;N/A;;4.6922196000;-74.1095785000
107;POZ553;Ignición Apagada;Dec 19 2025 10:16 AM;;Cl68a 87-28, Bogota, Cundinamarca, Colombia;0;N/A;;4.6921916000;-74.1095740000
106;POZ553;Ignición Encendida;Dec 19 2025 10:16 AM;;Cl68a 87-28, Bogota, Cundinamarca, Colombia;0;N/A;;4.6921883000;-74.1095740000
105;POZ553;Ignición Apagada;Dec 19 2025 10:16 AM;;Cl68a 87-28, Bogota, Cundinamarca, Colombia;0;N/A;;4.6921795000;-74.1095693000
104;POZ553;Inmóvil - Detenido;Dec 19 2025 10:15 AM;;Cl68a 87-28, Bogota, Cundinamarca, Colombia;0;N/A;;4.6921976000;-74.1095685000
103;POZ553;Ignición Encendida;Dec 19 2025 10:12 AM;;Cl68a 87-28, Bogota, Cundinamarca, Colombia;0;N/A;;4.6921686000;-74.1095710000
102;POZ553;Ignición Apagada;Dec 19 2025 10:09 AM;;Cl. 68a # 87-30, Engativá, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia;0;N/A;;4.6922111000;-74.1095851000
101;POZ553;Ignición Encendida;Dec 19 2025 10:08 AM;;Cl68a 87-28, Bogota, Cundinamarca, Colombia;0;N/A;;4.6921831000;-74.1095991000
100;POZ553;Ignición Apagada;Dec 19 2025 10:00 AM;;Cl. 68a # 87-30, Engativá, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia;0;N/A;;4.6922233000;-74.1095855000
99;POZ553;Alerta de Inmovilidad;Dec 19 2025 09:57 AM;;Cl. 68a # 87A-62, Engativá, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia;0;N/A;;4.6922496000;-74.1096176000
98;POZ553;Inmóvil - Detenido;Dec 19 2025 09:55 AM;;Cl. 68a # 87-30, Engativá, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia;0;N/A;;4.6922401000;-74.1095786000
97;POZ553;Ignición Encendida;Dec 19 2025 09:52 AM;;Cl68a 87-28, Bogota, Cundinamarca, Colombia;0;N/A;;4.6921843000;-74.1095831000
96;POZ553;Estacionado;Dec 19 2025 09:25 AM;;Cl68a 87-28, Bogota, Cundinamarca, Colombia;0;N/A;;4.6921843000;-74.1095193000
95;POZ553;Estacionado;Dec 19 2025 05:25 AM;;Cl68a 87-28, Bogota, Cundinamarca, Colombia;0;N/A;;4.6921625000;-74.1095921000
94;POZ553;Estacionado;Dec 19 2025 01:25 AM;;Cl. 68a # 87-30, Engativá, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia;0;N/A;;4.6922236000;-74.1095816000
93;POZ553;Estacionado;Dec 18 2025 09:25 PM;;Cl. 68a # 87-30, Engativá, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia;0;N/A;;4.6922166000;-74.1095408000
92;POZ553;Ignición Apagada;Dec 18 2025 09:15 PM;;Cl. 68a # 87-30, Engativá, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia;0;N/A;;4.6922095000;-74.1095103000
91;POZ553;Alerta de Inmovilidad;Dec 18 2025 09:08 PM;;Cl68a 87-28, Bogota, Cundinamarca, Colombia;0;N/A;;4.6921795000;-74.1095305000
90;POZ553;Inmóvil - Detenido;Dec 18 2025 09:06 PM;;Cl68a 87-28, Bogota, Cundinamarca, Colombia;0;N/A;;4.6921658000;-74.1095703000
89;POZ553;Conduciendo;Dec 18 2025 09:03 PM;;Kr87 68a-7, Bogota, Cundinamarca;0;N/A;;4.6919660000;-74.1094800000
88;POZ553;Conduciendo;Dec 18 2025 09:02 PM;;Kr87 66a-14, Bogota, Cundinamarca;9;N/A;;4.6905691000;-74.1102368000
87;POZ553;Inicio de Viaje;Dec 18 2025 09:01 PM;;Cl66a 86-7, Bogota, Cundinamarca;9;N/A;;4.6899655000;-74.1093061000
86;POZ553;Inicio de Viaje;Dec 12 2025 02:22 PM;;Av Subachoque-80, Tenjo, Cundinamarca, Colombia;30;N/A;;4.8491170000;-74.1950806000
85;POZ553;Viaje detenido;Dec 12 2025 02:21 PM;;Av Subachoque-75, Tenjo, Cundinamarca, Colombia;4;N/A;;4.8465625000;-74.1940881000
84;POZ553;Conduciendo;Dec 12 2025 02:19 PM;;RRV3+8Q Madrid, Cundinamarca, Colombia;12;N/A;;4.8432396000;-74.1955676000
83;POZ553;Conduciendo;Dec 12 2025 02:17 PM;;RRQ2+VW Madrid, Cundinamarca, Colombia;0;N/A;;4.8397195000;-74.1977073000
82;POZ553;Conduciendo;Dec 12 2025 02:15 PM;;RQMX+QM Madrid, Cundinamarca, Colombia;14;N/A;;4.8344716000;-74.2008485000
81;POZ553;Inicio de Viaje;Dec 12 2025 02:13 PM;;RQJX+C4 Madrid, Cundinamarca, Colombia;11;N/A;;4.8310456000;-74.2022146000
80;POZ553;Viaje detenido;Dec 12 2025 02:12 PM;;RQJW+2W Madrid, Cundinamarca, Colombia;6;N/A;;4.8300900000;-74.2026880000
79;POZ553;Inicio de Viaje;Dec 12 2025 02:10 PM;;RQGW+XC Madrid, Cundinamarca, Colombia;12;N/A;;4.8273888000;-74.2039858000
78;POZ553;Viaje detenido;Dec 12 2025 02:09 PM;;RQGW+P7 Madrid, Cundinamarca, Colombia;0;N/A;;4.8267998000;-74.2042685000
77;POZ553;Conduciendo;Dec 12 2025 02:05 PM;;RQCV+F2 Madrid, Cundinamarca, Colombia;11;N/A;;4.8211868000;-74.2073263000
76;POZ553;Inicio de Viaje;Dec 12 2025 02:05 PM;;Valle del Abra, Madrid, Cundinamarca, Colombia;8;N/A;;4.8206756000;-74.2073876000
75;POZ553;Alerta de Inmovilidad;Dec 12 2025 02:02 PM;;RQCV+22 Madrid, Cundinamarca, Colombia;0;N/A;;4.8201566000;-74.2074423000
74;POZ553;Inmóvil - Detenido;Dec 12 2025 02:00 PM;;RQCV+22 Madrid, Cundinamarca, Colombia;0;N/A;;4.8201098000;-74.2074263000
73;POZ553;Ignición Encendida;Dec 12 2025 01:57 PM;;RQ9R+XX Madrid, Cundinamarca, Colombia;0;N/A;;4.8199661000;-74.2075150000
72;POZ553;Estacionado;Dec 12 2025 01:21 PM;;RQCV+22 Madrid, Cundinamarca, Colombia;0;N/A;;4.8200081000;-74.2074756000
71;POZ553;Ignición Apagada;Dec 12 2025 01:11 PM;;RQ9V+X2 Madrid, Cundinamarca, Colombia;0;N/A;;4.8199276000;-74.2074831000
70;POZ553;Alerta de Inmovilidad;Dec 12 2025 11:21 AM;;Valle del Abra, Madrid, Cundinamarca, Colombia;0;N/A;;4.8196876000;-74.2075876000
69;POZ553;Inmóvil - Detenido;Dec 12 2025 11:19 AM;;RQ9R+VX Madrid, Cundinamarca, Colombia;0;N/A;;4.8197180000;-74.2075990000
68;POZ553;Viaje detenido;Dec 12 2025 10:51 AM;;Av Subachoque-83, Tenjo, Cundinamarca, Colombia;0;N/A;;4.8518490000;-74.1976148000
67;POZ553;Inicio de Viaje;Dec 12 2025 10:49 AM;;Av Subachoque-79, Tenjo, Cundinamarca, Colombia;19;N/A;;4.8509761000;-74.1990890000
66;POZ553;Alerta de Inmovilidad;Dec 12 2025 10:39 AM;;Vía Subachoque, Madrid, Cundinamarca, Colombia;0;N/A;;4.8489393000;-74.2012128000
65;POZ553;Inmóvil - Detenido;Dec 12 2025 10:37 AM;;Vía Subachoque, Madrid, Cundinamarca, Colombia;0;N/A;;4.8489603000;-74.2012076000
64;POZ553;Viaje detenido;Dec 12 2025 10:34 AM;;Vía Subachoque, Madrid, Cundinamarca, Colombia;0;N/A;;4.8489420000;-74.2012021000
63;POZ553;Inicio de Viaje;Dec 03 2025 07:53 AM;;Av Entrada A La Cl169b-32, Bogota, Cundinamarca, Colombia;17;N/A;;4.7585855000;-74.0775210000
62;POZ553;Viaje detenido;Dec 03 2025 07:52 AM;;Cl169b-97, Bogota, Cundinamarca;0;N/A;;4.7586906000;-74.0769788000
61;POZ553;Conduciendo;Dec 03 2025 07:51 AM;;Av Entrada A La Cl170-83, Bogota, Cundinamarca;25;N/A;;4.7586473000;-74.0750948000
60;POZ553;Conduciendo;Dec 03 2025 07:50 AM;;Cl170-56, Bogota, Cundinamarca;19;N/A;;4.7621846000;-74.0713365000
59;POZ553;Conduciendo;Dec 03 2025 07:50 AM;;Cl170 78-28, Bogota, Cundinamarca;49;N/A;;4.7628210000;-74.0697380000
58;POZ553;Conduciendo;Dec 03 2025 07:50 AM;;Cl170 72-42, Bogota, Cundinamarca;43;N/A;;4.7611995000;-74.0665913000
57;POZ553;Conduciendo;Dec 03 2025 07:48 AM;;Cl170 65-8, Bogota, Cundinamarca, Colombia;12;N/A;;4.7566826000;-74.0604993000
56;POZ553;Conduciendo;Dec 03 2025 07:46 AM;;Cl170 55-82, Bogota, Cundinamarca;33;N/A;;4.7536281000;-74.0549465000
55;POZ553;Inicio de Viaje;Dec 03 2025 07:44 AM;;Cl170 20a-82, Bogota, Cundinamarca;22;N/A;;4.7507911000;-74.0438361000
54;POZ553;Viaje detenido;Dec 03 2025 07:42 AM;;Kr20 169-57, Bogota, Cundinamarca;0;N/A;;4.7498706000;-74.0431015000
53;POZ553;Inicio de Viaje;Dec 03 2025 07:41 AM;;Kr20 166-20, Bogota, Cundinamarca;28;N/A;;4.7469385000;-74.0436168000
52;POZ553;Viaje detenido;Dec 03 2025 07:41 AM;;Cl166 19b-33, Bogota, Cundinamarca;0;N/A;;4.7463953000;-74.0430573000
51;POZ553;Inicio de Viaje;Dec 03 2025 07:39 AM;;Cl166 17-97, Bogota, Cundinamarca;14;N/A;;4.7458703000;-74.0408670000
50;POZ553;Saliendo de Landmark;Dec 03 2025 07:38 AM;3. PROING - BOGOTA P1;16b14 Calle 166;0;N/A;;4.7456170000;-74.0396641000
49;POZ553;Viaje detenido;Dec 03 2025 07:38 AM;3. PROING - BOGOTA P1;16b14 Calle 166;0;N/A;;4.7456170000;-74.0396641000
48;POZ553;Saliendo de Landmark;Dec 03 2025 07:37 AM;BODEGA TOBERIN;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166;17;N/A;;4.7453311000;-74.0386498000
47;POZ553;Inicio de Viaje;Dec 03 2025 07:37 AM;BODEGA TOBERIN;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166;17;N/A;;4.7453311000;-74.0386498000
46;POZ553;Entrando a Landmark;Dec 03 2025 07:29 AM;BODEGA TOBERIN;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166;0;N/A;;4.7450030000;-74.0379191000
45;POZ553;Alerta de Inmovilidad;Dec 03 2025 07:29 AM;BODEGA TOBERIN;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166;0;N/A;;4.7450030000;-74.0379191000
44;POZ553;Saliendo de Landmark;Dec 03 2025 07:27 AM;BODEGA TOBERIN;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166;0;N/A;;4.7449888000;-74.0378878000
43;POZ553;Inmóvil - Detenido;Dec 03 2025 07:27 AM;BODEGA TOBERIN;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166;0;N/A;;4.7449888000;-74.0378878000
42;POZ553;Ignición Encendida;Dec 03 2025 07:24 AM;BODEGA TOBERIN;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166;0;N/A;;4.7449996000;-74.0379406000
41;POZ553;Entrando a Landmark;Dec 03 2025 07:23 AM;BODEGA TOBERIN;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166;0;N/A;;4.7449681000;-74.0379025000
40;POZ553;Ignición Apagada;Dec 03 2025 07:23 AM;BODEGA TOBERIN;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166;0;N/A;;4.7449681000;-74.0379025000
39;POZ553;Saliendo de Landmark;Dec 03 2025 07:15 AM;BODEGA TOBERIN;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166;0;N/A;;4.7450313000;-74.0379431000
38;POZ553;Alerta de Inmovilidad;Dec 03 2025 07:15 AM;BODEGA TOBERIN;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166;0;N/A;;4.7450313000;-74.0379431000
37;POZ553;Inmóvil - Detenido;Dec 03 2025 07:13 AM;BODEGA TOBERIN;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166;0;N/A;;4.7449681000;-74.0379123000
36;POZ553;Ignición Encendida;Dec 03 2025 07:10 AM;BODEGA TOBERIN;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166;0;N/A;;4.7449820000;-74.0379778000
35;POZ553;Ignición Apagada;Dec 03 2025 07:06 AM;BODEGA TOBERIN;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166;0;N/A;;4.7450100000;-74.0379666000
