,Sequence,Unit,Events,Date,Landmark,Address,Speed,Temperature,Driver,Latitude,Longitude
199,638,LPL614,Drive,Jun 01 2025 01:31 PM,,"Cl10 37-87, Soledad, Atlantico",35,,,10.8842721,-74.769288
202,635,LPL614,Drive,Jun 01 2025 01:28 PM,,"Cl10 19, Malambo, Atlantico",11,,,10.8695418,-74.7713238
203,634,LPL614,Drive,Jun 01 2025 01:27 PM,,"Via Principal-63, Malambo, Atlantico",43,,,10.8617135,-74.7707056
204,633,LPL614,Drive,Jun 01 2025 01:25 PM,,"Av 25-33, Malambo, Atlantico, Colombia",70,,,10.8472105,-74.7699915
205,632,LPL614,Drive,Jun 01 2025 01:24 PM,,"Av 25, Malambo, Atlantico",59,,,10.8362366,-74.7714668
208,629,LPL614,Drive,Jun 01 2025 01:22 PM,,"Km 10 de la vía La cordialidad  - Barranquilla - Sabanagrande, , Atlántico",67,,,10.8154603,-74.7621651
209,628,LPL614,Drive,Jun 01 2025 01:21 PM,,"Av 25, Malambo, Atlantico",53,,,10.8021811,-74.7596363
212,625,LPL614,Drive,Jun 01 2025 01:19 PM,,"Av 25, Malambo, Atlantico, Colombia",30,,,10.7968038,-74.7578753
213,624,LPL614,Drive,Jun 01 2025 01:19 PM,,"Av 25, Malambo, Atlantico, Colombia",27,,,10.7965756,-74.7579535
214,623,LPL614,Drive,Jun 01 2025 01:17 PM,,"South America, Atlantico",33,,,10.7960363,-74.766081
215,622,LPL614,Drive,Jun 01 2025 01:17 PM,,"Av 25, Malambo, Atlantico, Colombia",24,,,10.795564,-74.7669631
216,621,LPL614,Drive,Jun 01 2025 01:17 PM,,"Av 25, Malambo, Atlantico, Colombia",17,,,10.7954066,-74.7672993
218,619,LPL614,Drive,Jun 01 2025 01:15 PM,,"Unnamed Road, Sabanagrande, Atlántico, Colombia",80,,,10.7805176,-74.7664545
219,618,LPL614,Drive,Jun 01 2025 01:14 PM,,"Unnamed Road, Santo Tomás, Atlántico, Colombia",77,,,10.766428,-74.7650925
222,615,LPL614,Drive,Jun 01 2025 01:11 PM,,"Unnamed Road, Santo Tomás, Atlántico, Colombia",78,,,10.744154,-74.7673801
224,613,LPL614,Drive,Jun 01 2025 01:10 PM,,"Unnamed Road, Palmar de Varela, Atlántico, Colombia",67,,,10.7270843,-74.7644403
225,612,LPL614,Drive,Jun 01 2025 01:09 PM,,"Av 25, Malambo, Atlantico, Colombia",25,,,10.7228745,-74.7636105
228,609,LPL614,Drive,Jun 01 2025 01:08 PM,,"Palmar de Varela-Ponedera, Palmar de Varela, Atlántico, Colombia",38,,,10.7232318,-74.7534696
229,608,LPL614,Drive,Jun 01 2025 01:08 PM,,"Av 25, Malambo, Atlantico, Colombia",30,,,10.7235223,-74.7529695
230,607,LPL614,Drive,Jun 01 2025 01:08 PM,,"Av 25, Malambo, Atlantico, Colombia",22,,,10.7236965,-74.7527011
231,606,LPL614,Drive,Jun 01 2025 01:08 PM,,"Palmar de Varela-Ponedera, Palmar de Varela, Atlántico, Colombia",22,,,10.7236548,-74.7525308
234,603,LPL614,Drive,Jun 01 2025 01:06 PM,,"Km 29 de la vía salamina  Sabanagrande, , Atlántico",61,,,10.7062666,-74.7507988
236,601,LPL614,Drive,Jun 01 2025 01:04 PM,,"Km 27 de la vía salamina  Sabanagrande, , Atlántico",75,,,10.6892373,-74.7470885
238,599,LPL614,Drive,Jun 01 2025 01:01 PM,,"Av 25, Malambo, Atlantico",41,,,10.6664051,-74.756566
240,597,LPL614,Drive,Jun 01 2025 01:01 PM,,"Av 25, Malambo, Atlantico",75,,,10.6606226,-74.7601736
246,591,LPL614,Drive,Jun 01 2025 12:56 PM,,"Km 20 de la vía salamina  Sabanagrande, , Atlántico",70,,,10.6303038,-74.7606471
248,589,LPL614,Drive,Jun 01 2025 12:54 PM,,"Av 25, Galapa, Atlantico",70,,,10.6110316,-74.7706178
251,586,LPL614,Drive,Jun 01 2025 12:53 PM,,"Av 25, Galapa, Atlantico",62,,,10.5977695,-74.7775191
253,584,LPL614,Drive,Jun 01 2025 12:51 PM,,"Av 25, Galapa, Atlantico",70,,,10.5856121,-74.7838476
254,583,LPL614,Drive,Jun 01 2025 12:51 PM,,"Av 25, Galapa, Atlantico",72,,,10.5851226,-74.7841021
255,582,LPL614,Drive,Jun 01 2025 12:49 PM,,"South America, Atlantico",75,,,10.5705815,-74.7916811
256,581,LPL614,Drive,Jun 01 2025 12:48 PM,,"Km 11 de la vía salamina  Sabanagrande, , Atlántico",75,,,10.5560586,-74.7992275
257,580,LPL614,Drive,Jun 01 2025 12:47 PM,,"Av 25, Galapa, Atlantico",75,,,10.5428121,-74.8060648
258,579,LPL614,Drive,Jun 01 2025 12:47 PM,,"Av 25, Galapa, Atlantico",75,,,10.5415296,-74.8067211
262,575,LPL614,Drive,Jun 01 2025 12:44 PM,,"Av 25-58, Galapa, Atlantico",57,,,10.5112966,-74.821954
263,574,LPL614,Drive,Jun 01 2025 12:43 PM,,"Av 25-97, Galapa, Atlantico",24,,,10.5060618,-74.8233566
265,572,LPL614,Drive,Jun 01 2025 12:41 PM,,"Av 25, Galapa, Atlantico",74,,,10.4897368,-74.8244273
267,570,LPL614,Drive,Jun 01 2025 12:39 PM,,"Av 25, Galapa, Atlantico",72,,,10.4701523,-74.8268428
268,569,LPL614,Drive,Jun 01 2025 12:39 PM,,"Av 25, Galapa, Atlantico",70,,,10.4696238,-74.8270986
273,564,LPL614,Drive,Jun 01 2025 12:34 PM,,"Av 25, Galapa, Atlantico",75,,,10.4463976,-74.838038
274,563,LPL614,Drive,Jun 01 2025 12:32 PM,,"Km 23 de la vía Calamar - Salamina, , Atlántico, Colombia",75,,,10.4318821,-74.8383183
275,562,LPL614,Drive,Jun 01 2025 12:32 PM,,"Km 22 de la vía Calamar - Salamina, , Atlántico",77,,,10.4244628,-74.8380495
276,561,LPL614,Drive,Jun 01 2025 12:31 PM,,"Km 22 de la vía Calamar - Salamina, , Atlántico",75,,,10.4173561,-74.837817
278,559,LPL614,Drive,Jun 01 2025 12:30 PM,,"Bohórquez-Campo de la Cruz, Campo de La Cruz, Atlántico, Colombia",74,,,10.4115961,-74.8415326
280,557,LPL614,Drive,Jun 01 2025 12:28 PM,,"Av 25, Galapa, Atlantico",75,,,10.4034438,-74.858001
282,555,LPL614,Drive,Jun 01 2025 12:27 PM,,"Av 25, Galapa, Atlantico",74,,,10.3953583,-74.8605186
283,554,LPL614,Drive,Jun 01 2025 12:25 PM,,"Av 25, Galapa, Atlantico",32,,,10.3808301,-74.8685085
284,553,LPL614,Drive,Jun 01 2025 12:24 PM,,"Km 15 de la vía Calamar - Salamina, , Atlántico",27,,,10.3738826,-74.8691053
291,546,LPL614,Drive,Jun 01 2025 12:21 PM,,"Km 12 de la vía Calamar - Salamina, , Atlántico",54,,,10.3461606,-74.875242
292,545,LPL614,Drive,Jun 01 2025 12:20 PM,,"Km 11 de la vía Calamar - Salamina, , Atlántico, Colombia",30,,,10.341008,-74.8783886
293,544,LPL614,Drive,Jun 01 2025 12:19 PM,,"Km 11 de la vía Calamar - Salamina, , Atlántico",22,,,10.3381291,-74.8802463
295,542,LPL614,Drive,Jun 01 2025 12:17 PM,,"Km 9 de la vía Calamar - Salamina, , Atlántico",72,,,10.3272223,-74.8839426
296,541,LPL614,Drive,Jun 01 2025 12:16 PM,,"Km 9 de la vía Calamar - Salamina, , Atlántico",74,,,10.3202126,-74.8856743
297,540,LPL614,Drive,Jun 01 2025 12:15 PM,,"Km 8 de la vía Calamar - Salamina, , Atlántico",72,,,10.3127086,-74.8899198
298,539,LPL614,Drive,Jun 01 2025 12:14 PM,,"Km 6 de la vía Calamar - Salamina, , Atlántico",72,,,10.2981906,-74.8981206
299,538,LPL614,Drive,Jun 01 2025 12:12 PM,,"Av 25, Arroyo Hondo, Bolivar",74,,,10.2858995,-74.904426
300,537,LPL614,Drive,Jun 01 2025 12:12 PM,,"Km 4 de la vía Calamar - Salamina, , Atlántico",70,,,10.2836591,-74.9055395
302,535,LPL614,Drive,Jun 01 2025 12:09 PM,,"Av 25, Arroyo Hondo, Bolivar, Colombia",49,,,10.2593526,-74.9194958
303,534,LPL614,Drive,Jun 01 2025 12:09 PM,,"Av 25, Arroyo Hondo, Bolivar",40,,,10.2570945,-74.9193908
304,533,LPL614,Drive,Jun 01 2025 12:08 PM,,"Km 70 de la vía Carmen de Bolivar - Calamar, , Bolívar",51,,,10.2545743,-74.9182565
307,530,LPL614,Drive,Jun 01 2025 12:05 PM,,"Av 25, Arroyo Hondo, Bolivar",72,,,10.2267953,-74.926527
315,522,LPL614,Drive,Jun 01 2025 11:57 AM,,"El Tigre-Calamar, Calamar, Bolívar, Colombia",17,,,10.2082168,-74.9444685
317,520,LPL614,Drive,Jun 01 2025 11:56 AM,,"Km 63 de la vía Carmen de Bolivar - Calamar, , Bolívar",75,,,10.2039496,-74.9511225
318,519,LPL614,Drive,Jun 01 2025 11:54 AM,,"Km 61 de la vía Carmen de Bolivar - Calamar, , Bolívar",80,,,10.1941123,-74.9658951
319,518,LPL614,Drive,Jun 01 2025 11:53 AM,,"Km 60 de la vía Carmen de Bolivar - Calamar, , Bolívar",82,,,10.189494,-74.9751381
320,517,LPL614,Drive,Jun 01 2025 11:53 AM,,"Km 59 de la vía Carmen de Bolivar - Calamar, , Bolívar",82,,,10.1875038,-74.9806556
321,516,LPL614,Drive,Jun 01 2025 11:51 AM,,"Av 25, Arroyo Hondo, Bolivar",77,,,10.1858398,-74.9954048
322,515,LPL614,Drive,Jun 01 2025 11:50 AM,,"Km 56 de la vía Carmen de Bolivar - Calamar, , Bolívar",78,,,10.1805518,-75.010198
323,514,LPL614,Drive,Jun 01 2025 11:50 AM,,"Km 55 de la vía Carmen de Bolivar - Calamar, , Bolívar",78,,,10.1773636,-75.0144006
324,513,LPL614,Drive,Jun 01 2025 11:49 AM,,"Km 54 de la vía Carmen de Bolivar - Calamar, , Bolívar",78,,,10.1660255,-75.0216678
325,512,LPL614,Drive,Jun 01 2025 11:47 AM,,"Km 51 de la vía Carmen de Bolivar - Calamar, , Bolívar",77,,,10.1515126,-75.0320285
326,511,LPL614,Drive,Jun 01 2025 11:46 AM,,"Km 50 de la vía Carmen de Bolivar - Calamar, , Bolívar",78,,,10.1424583,-75.0360786
327,510,LPL614,Drive,Jun 01 2025 11:46 AM,,"Km 50 de la vía Carmen de Bolivar - Calamar, , Bolívar",77,,,10.136997,-75.039703
328,509,LPL614,Drive,Jun 01 2025 11:44 AM,,"Km 48 de la vía Carmen de Bolivar - Calamar, , Bolívar",80,,,10.1224641,-75.0483341
329,508,LPL614,Drive,Jun 01 2025 11:43 AM,,"Km 46 de la vía Carmen de Bolivar - Calamar, , Bolívar, Colombia",78,,,10.1079326,-75.0552478
330,507,LPL614,Drive,Jun 01 2025 11:42 AM,,"Km 45 de la vía Carmen de Bolivar - Calamar, , Bolívar, Colombia",80,,,10.1000606,-75.059302
334,503,LPL614,Drive,Jun 01 2025 11:39 AM,,"Av 25, Malagana, Bolivar, Colombia",51,,,10.0715846,-75.068612
335,502,LPL614,Drive,Jun 01 2025 11:38 AM,,"Av 25-72, Malagana, Bolivar",35,,,10.0695425,-75.0745643
336,501,LPL614,Drive,Jun 01 2025 11:38 AM,,"Av 25-96, Malagana, Bolivar, Colombia",22,,,10.069107,-75.0759651
337,500,LPL614,Drive,Jun 01 2025 11:38 AM,,"Av 25-88, Malagana, Bolivar",62,,,10.0684541,-75.0759338
341,496,LPL614,Drive,Jun 01 2025 11:37 AM,,"Km 18 de la vía Carmen de Bolivar - Calamar, , Bolívar",70,,,10.0543496,-75.0804915
344,493,LPL614,Drive,Jun 01 2025 11:34 AM,,"Km 14 de la vía Carmen de Bolivar - Calamar, , Bolívar",74,,,10.0263208,-75.0801366
346,491,LPL614,Drive,Jun 01 2025 11:32 AM,,"Av 25-6, Malagana, Bolivar",61,,,10.0044226,-75.0769176
347,490,LPL614,Drive,Jun 01 2025 11:30 AM,,"Av 25, Malagana, Bolivar",59,,,9.9916808,-75.0781513
348,489,LPL614,Drive,Jun 01 2025 11:30 AM,,"Av 25, Malagana, Bolivar",49,,,9.989905,-75.0767208
349,488,LPL614,Drive,Jun 01 2025 11:29 AM,,"Av 25, Malagana, Bolivar",67,,,9.9772481,-75.0793768
350,487,LPL614,Drive,Jun 01 2025 11:27 AM,,"Av 25, Malagana, Bolivar",51,,,9.9629208,-75.0800896
374,463,LPL614,Drive,Jun 01 2025 10:30 AM,,"Av 25, Malagana, Bolivar",28,,,9.956727,-75.0843956
375,462,LPL614,Drive,Jun 01 2025 10:29 AM,,"Av 25, Malagana, Bolivar",49,,,9.952923,-75.0870641
376,461,LPL614,Drive,Jun 01 2025 10:28 AM,,"Av 25, Malagana, Bolivar",12,,,9.9476036,-75.088384
378,459,LPL614,Drive,Jun 01 2025 10:26 AM,,"Av 25, Malagana, Bolivar",77,,,9.9340958,-75.0930156
379,458,LPL614,Drive,Jun 01 2025 10:25 AM,,"Km 2 de la vía Carmen de Bolivar - Calamar, , Bolívar",78,,,9.927074,-75.0999416
380,457,LPL614,Drive,Jun 01 2025 10:24 AM,,"Av 25, Malagana, Bolivar",78,,,9.9125528,-75.1031723
381,456,LPL614,Drive,Jun 01 2025 10:22 AM,,"Av 25, Malagana, Bolivar",72,,,9.8980243,-75.107267
383,454,LPL614,Drive,Jun 01 2025 10:22 AM,,"Av 25, Malagana, Bolivar",74,,,9.8970133,-75.1075993
387,450,LPL614,Drive,Jun 01 2025 10:19 AM,,"Av 25, Malagana, Bolivar",75,,,9.8818318,-75.1125863
392,445,LPL614,Drive,Jun 01 2025 10:16 AM,,"Km 39 de la vía Carmen de Bolivar - Calamar, , Bolívar",67,,,9.867556,-75.1111551
394,443,LPL614,Drive,Jun 01 2025 10:15 AM,,"Av 25, Malagana, Bolivar",70,,,9.8567996,-75.1176396
395,442,LPL614,Drive,Jun 01 2025 10:15 AM,,"Km 37 de la vía Carmen de Bolivar - Calamar, , Bolívar",61,,,9.8542005,-75.118509
396,441,LPL614,Drive,Jun 01 2025 10:13 AM,,"Av 25, Malagana, Bolivar",65,,,9.8422835,-75.1205165
397,440,LPL614,Drive,Jun 01 2025 10:11 AM,,"Av 25, Malagana, Bolivar",25,,,9.8307856,-75.1172466
398,439,LPL614,Drive,Jun 01 2025 10:10 AM,,"Av 25, Malagana, Bolivar",41,,,9.8282011,-75.1165871
399,438,LPL614,Drive,Jun 01 2025 10:10 AM,,"Av 25, Malagana, Bolivar",49,,,9.8262043,-75.1166235
400,437,LPL614,Drive,Jun 01 2025 10:09 AM,,"Av 25, Malagana, Bolivar",53,,,9.8225038,-75.121967
406,431,LPL614,Drive,Jun 01 2025 10:06 AM,,"Km 30 de la vía Carmen de Bolivar - Calamar, , Bolívar",70,,,9.7930818,-75.1291361
407,430,LPL614,Drive,Jun 01 2025 10:06 AM,,"Km 30 de la vía Carmen de Bolivar - Calamar, , Bolívar",70,,,9.7930366,-75.129139
409,428,LPL614,Drive,Jun 01 2025 10:05 AM,,"Km 28 de la vía Carmen de Bolivar - Calamar, , Bolívar",0,,,9.7810426,-75.1225851
410,427,LPL614,Drive,Jun 01 2025 10:04 AM,,"Km 28 de la vía Carmen de Bolivar - Calamar, , Bolívar",65,,,9.778881,-75.1229653
412,425,LPL614,Drive,Jun 01 2025 10:04 AM,,"Km 27 de la vía Carmen de Bolivar - Calamar, , Bolívar",64,,,9.7759731,-75.1296065
413,424,LPL614,Drive,Jun 01 2025 10:03 AM,,"Km 26 de la vía Carmen de Bolivar - Calamar, , Bolívar",53,,,9.7698033,-75.129341
414,423,LPL614,Drive,Jun 01 2025 10:03 AM,,"Km 26 de la vía Carmen de Bolivar - Calamar, , Bolívar",54,,,9.76795,-75.1298463
417,420,LPL614,Drive,Jun 01 2025 10:02 AM,,"Km 25 de la vía Carmen de Bolivar - Calamar, , Bolívar",54,,,9.7606895,-75.1217146
430,407,LPL614,Drive,Jun 01 2025 09:31 AM,,"Km 24 de la vía Carmen de Bolivar - Calamar, , Bolívar, Colombia",22,,,9.7530341,-75.1220983
431,406,LPL614,Drive,Jun 01 2025 09:29 AM,,"Km 22 de la vía Carmen de Bolivar - Calamar, , Bolívar",41,,,9.7390978,-75.1174463
432,405,LPL614,Drive,Jun 01 2025 09:29 AM,,"Av 25, Malagana, Bolivar, Colombia",12,,,9.737146,-75.1156476
434,403,LPL614,Drive,Jun 01 2025 09:28 AM,,"Km 22 de la vía Carmen de Bolivar - Calamar, , Bolívar, Colombia",72,,,9.735832,-75.109708
436,401,LPL614,Drive,Jun 01 2025 09:27 AM,,"Av 25, Malagana, Bolivar, Colombia",70,,,9.7287373,-75.111361
441,396,LPL614,Drive,Jun 01 2025 09:25 AM,,"Km 57 de la vía Sincelejo - Carmen de Bolivar, , Bolívar, Colombia",75,,,9.7063203,-75.1109496
442,395,LPL614,Drive,Jun 01 2025 09:25 AM,,"Km 56 de la vía Sincelejo - Carmen de Bolivar, , Bolívar, Colombia",72,,,9.7050041,-75.1114395
443,394,LPL614,Drive,Jun 01 2025 09:25 AM,,"Km 56 de la vía Sincelejo - Carmen de Bolivar, , Bolívar, Colombia",65,,,9.70391,-75.1112685
446,391,LPL614,Drive,Jun 01 2025 09:21 AM,,"Av 25, Malagana, Bolivar",59,,,9.680699,-75.1258315
448,389,LPL614,Drive,Jun 01 2025 09:20 AM,,"Km 52 de la vía Sincelejo - Carmen de Bolivar, , Bolívar",83,,,9.6692045,-75.13023
449,388,LPL614,Drive,Jun 01 2025 09:19 AM,,"Km 50 de la vía Sincelejo - Carmen de Bolivar, , Bolívar",80,,,9.6546728,-75.1371088
450,387,LPL614,Drive,Jun 01 2025 09:17 AM,,"Av 25, Malagana, Bolivar",74,,,9.6431013,-75.1443125
451,386,LPL614,Drive,Jun 01 2025 09:17 AM,,"Km 48 de la vía Sincelejo - Carmen de Bolivar, , Bolívar",67,,,9.6401388,-75.1446216
453,384,LPL614,Drive,Jun 01 2025 09:17 AM,,"Av 25, Malagana, Bolivar",64,,,9.6384526,-75.1502413
456,381,LPL614,Drive,Jun 01 2025 09:15 AM,,"Km 46 de la vía Sincelejo - Carmen de Bolivar, , Bolívar",69,,,9.6264825,-75.1536316
458,379,LPL614,Drive,Jun 01 2025 09:15 AM,,"Km 45 de la vía Sincelejo - Carmen de Bolivar, , Bolívar",72,,,9.6219903,-75.156731
460,377,LPL614,Drive,Jun 01 2025 09:14 AM,,"Km 45 de la vía Sincelejo - Carmen de Bolivar, , Bolívar",59,,,9.6153396,-75.1578095
461,376,LPL614,Drive,Jun 01 2025 09:14 AM,,"Km 44 de la vía Sincelejo - Carmen de Bolivar, , Bolívar",65,,,9.6138456,-75.1595803
462,375,LPL614,Drive,Jun 01 2025 09:14 AM,,"Km 44 de la vía Sincelejo - Carmen de Bolivar, , Bolívar",57,,,9.6118285,-75.1620056
463,374,LPL614,Drive,Jun 01 2025 09:13 AM,,"Km 44 de la vía Sincelejo - Carmen de Bolivar, , Bolívar",67,,,9.6130138,-75.1651425
464,373,LPL614,Drive,Jun 01 2025 09:13 AM,,"Km 43 de la vía Sincelejo - Carmen de Bolivar, , Bolívar",64,,,9.61324,-75.1680675
466,371,LPL614,Drive,Jun 01 2025 09:10 AM,,"Ovejas-El Carmen de Bolívar, Ovejas, Sucre, Colombia",72,,,9.6014961,-75.1823155
467,370,LPL614,Drive,Jun 01 2025 09:10 AM,,"Km 41 de la vía Sincelejo - Carmen de Bolivar, , Sucre",70,,,9.5984125,-75.1849616
468,369,LPL614,Drive,Jun 01 2025 09:09 AM,,"Km 39 de la vía Sincelejo - Carmen de Bolivar, , Sucre",64,,,9.5875716,-75.1884481
470,367,LPL614,Drive,Jun 01 2025 09:08 AM,,"Km 38 de la vía Sincelejo - Carmen de Bolivar, , Sucre, Colombia",70,,,9.5773795,-75.1969515
472,365,LPL614,Drive,Jun 01 2025 09:06 AM,,"Km 36 de la vía Sincelejo - Carmen de Bolivar, , Sucre, Colombia",69,,,9.5609511,-75.2074098
473,364,LPL614,Drive,Jun 01 2025 09:06 AM,,"Km 36 de la vía Sincelejo - Carmen de Bolivar, , Sucre, Colombia",69,,,9.560394,-75.2076595
474,363,LPL614,Drive,Jun 01 2025 09:06 AM,,"Km 35 de la vía Sincelejo - Carmen de Bolivar, , Sucre",57,,,9.559434,-75.2101653
477,360,LPL614,Drive,Jun 01 2025 09:04 AM,,"Km 34 de la vía Sincelejo - Carmen de Bolivar, , Sucre, Colombia",61,,,9.5490735,-75.2177673
478,359,LPL614,Drive,Jun 01 2025 09:04 AM,,"Km 33 de la vía Sincelejo - Carmen de Bolivar, , Sucre",49,,,9.5482026,-75.2189061
479,358,LPL614,Drive,Jun 01 2025 09:04 AM,,"Km 33 de la vía Sincelejo - Carmen de Bolivar, , Sucre",54,,,9.5444873,-75.2177523
480,357,LPL614,Drive,Jun 01 2025 09:03 AM,,"I-25 # 4, Ovejas, Sucre, Colombia",69,,,9.541512,-75.2182928
481,356,LPL614,Drive,Jun 01 2025 09:02 AM,,"Av 25-4, Sincelejo, Sucre",32,,,9.5324421,-75.2229835
482,355,LPL614,Drive,Jun 01 2025 09:01 AM,,"Av 25-25, Sincelejo, Sucre",38,,,9.5299831,-75.2240461
483,354,LPL614,Drive,Jun 01 2025 08:59 AM,,"Km 30 de la vía Sincelejo - Carmen de Bolivar, , Sucre",54,,,9.5189738,-75.2269638
484,353,LPL614,Drive,Jun 01 2025 08:59 AM,,"Km 30 de la vía Sincelejo - Carmen de Bolivar, , Sucre",59,,,9.5183658,-75.2273435
485,352,LPL614,Drive,Jun 01 2025 08:59 AM,,"Km 30 de la vía Sincelejo - Carmen de Bolivar, , Sucre",53,,,9.5185951,-75.2288593
486,351,LPL614,Drive,Jun 01 2025 08:59 AM,,"Km 29 de la vía Sincelejo - Carmen de Bolivar, , Sucre, Colombia",43,,,9.5184768,-75.2297953
487,350,LPL614,Drive,Jun 01 2025 08:58 AM,,"Km 29 de la vía Sincelejo - Carmen de Bolivar, , Sucre, Colombia",72,,,9.5136718,-75.2334471
490,347,LPL614,Drive,Jun 01 2025 08:58 AM,,"Av 25-80, Sincelejo, Sucre, COLOMBIA",72,,,9.5073491,-75.2375203
491,346,LPL614,Drive,Jun 01 2025 08:57 AM,,"Km 27 de la vía Sincelejo - Carmen de Bolivar, , Sucre",67,,,9.5002391,-75.2380916
492,345,LPL614,Drive,Jun 01 2025 08:56 AM,,"Km 26 de la vía Sincelejo - Carmen de Bolivar, , Sucre",70,,,9.494464,-75.2315085
495,342,LPL614,Drive,Jun 01 2025 08:55 AM,,"Km 24 de la vía Sincelejo - Carmen de Bolivar, , Sucre",64,,,9.4850945,-75.2224703
496,341,LPL614,Drive,Jun 01 2025 08:54 AM,,"Km 24 de la vía Sincelejo - Carmen de Bolivar, , Sucre",67,,,9.4840618,-75.2204885
497,340,LPL614,Drive,Jun 01 2025 08:54 AM,,"Km 24 de la vía Sincelejo - Carmen de Bolivar, , Sucre, Colombia",67,,,9.4813891,-75.2193118
498,339,LPL614,Drive,Jun 01 2025 08:53 AM,,"Km 22 de la vía Sincelejo - Carmen de Bolivar, , Sucre",51,,,9.4691095,-75.212596
499,338,LPL614,Drive,Jun 01 2025 08:52 AM,,"Km 22 de la vía Sincelejo - Carmen de Bolivar, , Sucre",49,,,9.4677613,-75.2116726
500,337,LPL614,Drive,Jun 01 2025 08:52 AM,,"Km 22 de la vía Sincelejo - Carmen de Bolivar, , Sucre",30,,,9.4652488,-75.2126656
501,336,LPL614,Drive,Jun 01 2025 08:51 AM,,"Km 21 de la vía Sincelejo - Carmen de Bolivar, , Sucre",35,,,9.4640311,-75.2143795
502,335,LPL614,Drive,Jun 01 2025 08:50 AM,,"Km 21 de la vía Sincelejo - Carmen de Bolivar, , Sucre",41,,,9.4618365,-75.2182553
505,332,LPL614,Drive,Jun 01 2025 08:48 AM,,"Km 20 de la vía Sincelejo - Carmen de Bolivar, , Sucre",59,,,9.455471,-75.2247543
506,331,LPL614,Drive,Jun 01 2025 08:47 AM,,"Km 19 de la vía Sincelejo - Carmen de Bolivar, , Sucre",57,,,9.4504755,-75.2244926
